exi 110
ext 410
n:  1086
n:' 9
tpr 1
exp 336
exq 12
Opi 4
OTT 55
OTU 7
t;N 1
exy 4
Hai 45
ugi 3
ugh 3913
Hal 75
Ham 252
ugm 10
ugl 60
N U 6
N T 236
N W 225
N V 7
Had 183
N P 187
uge 50
N R 14
N M 258
N L 111
N O 132
oje 16
N I 242
rd; 355
N K 53
N J 52
Hap 51
N D 46
N G 308
Has 157
Hat 297
?HA 55
Hav 504
N B 63
 KE 154
T's 15
d-F 2
V.  176
rf; 3
N t 2
N w 7
ps- 2
rf? 1
ONI 809
N s 1
N r 1
N m 2
d-H 11
rf! 2
rf  8
rf' 3
N h 1
ct  833
N g 1
N a 62
?Ha 1
N c 5
rf, 10
Ha, 34
ug. 1
ug- 3
ug, 11
Ha! 68
ug! 2
ug  26
ug' 1
Ha' 2
rd- 56
Is, 9
ct- 2
w v 16
rfs 6
n-q 2
rfu 212
cru 181
rfy 1
cry 236
N 1 1
O'  14
AX  60
cra 391
rfe 283
cre 794
ITZ 8
N ' 32
cri 385
rfo 219
cro 698
AX, 5
rfl 55
sew 38
sev 243
seu 14
set 764
ses 1038
ser 1602
For 2124
ue, 415
XEN 65
leb 28
sey 22
sex 32
seg 3
sef 7
see 2883
sed 1400
sec 356
seb 15
sea 786
Fol 80
sen 2215
sem 186
sel 3057
Foh 5
Foi 2
sei 65
seh 55
seW 2
'sp 2
Tic 3
seT 1
seS 1
'st 742
'sw 1
'sy 5
leg 242
ZO, 4
'sa 5
seF 1
'sc 56
seD 1
'se 7
'sd 1
seA 2
swu 2
seO 2
'sh 15
'sl 1
seI 1
seH 1
se? 174
ue! 67
h'i 3
se; 272
se: 239
ue  1431
se' 25
MPL 37
se! 98
se  7426
se. 707
se- 75
se, 1148
nzi 2
t;' 5
'Pe 4
wgl 2
's; 31
-En 5
ler 425
's? 18
's! 8
's  7713
-Er 2
let 2610
's- 33
's, 98
pda 2
's. 63
.Di 3
od. 182
.Do 3
.Da 4
lew 147
ITH 38
;Le 4
'Od 6
d-n 4
ley 106
ONA 441
xas 14
xat 19
K:  1
d-s 28
xal 4
xam 65
xan 53
Job 2
xac 28
Asa 1
rdu 12
nri 45
ty' 59
nro 20
leA 1
nra 25
LYC 82
nre 47
. p 1
nry 219
Y,  108
leD 1
nru 13
'Pa 2
Old 78
ctr 10
mle 273
Oli 24
rdr 6
mlo 3
. n 1
Oly 11
Cne 1
mly 17
. k 1
voc 53
vol 173
vom 6
A   63
HYL 87
voi 311
vok 59
vot 50
vou 466
HYR 18
vow 180
vor 63
vos 116
voy 55
pso 4
So! 1
So  881
 (P 1
CE, 40
5s. 1
So, 123
kn  1
So. 7
psb 1
UO  45
. c 1
leT 1
So; 5
So: 3
A j 11
A k 30
A h 100
A i 6
A n 52
vo! 1
A l 112
A m 197
A b 106
A c 143
vo. 1
A a 69
A f 112
A g 115
A d 83
u:T 1
A y 6
ctm 4
A r 149
do. 103
A p 209
A q 4
A v 68
A w 110
A t 118
A J 7
kno 2615
A H 201
A I 492
A N 195
A O 206
A L 69
Sof 43
Soi 3
A C 84
A A 318
Som 349
A G 101
A D 63
kna 273
 fa 6249
A [ 53
Sos 1
A Y 125
 fe 2523
Sot 1
Sow 3
Sov 4
 fi 3445
A S 168
A P 147
A Q 3
A V 10
A W 364
 fo 11484
A U 13
a V 7
'Vi 5
s]H 1
tMy 2
W [ 3
s]B 1
s]A 2
. P 1880
tMa 1
POP 3
s]Y 1
LY- 1
Aja 63
s]T 1
do: 49
W.  3
syn 10
do; 48
POL 422
psw 2
tMA 3
POM 117
amw 2
. H 1766
POI 73
Ask 14
Vex 6
Jas 2
wbr 29
ii: 1
Ash 4
Abl 2
s]  82
CYM 96
ffy 1
OSP 132
ub. 3
CA, 14
IV' 2
IV  220
ON] 1
IV, 12
IV. 107
DES 363
EW, 5
Pie 12
DEH 1
t:  1651
'Be 11
DEL 103
DEM 302
DEN 186
a k 386
DEC 16
t:- 3
rCa 1
IV: 1
. 8 2
w!- 3
;th 1
w!' 1
S's 7
w!  254
-ca 49
'Bo 2
u'a 1
w!O 1
 DO 703
w!L 1
UPH 46
'Je 2
w!B 1
t:a 1
zy' 1
t:c 1
. 3 1
w!T 1
ACB 238
wbl 1
w!P 1
IVE 83
t:S 2
t:T 5
t:W 2
t:Y 2
Oss 3
Osr 9
IVI 138
Osw 3
Piu 2
t:A 4
t:B 2
DE, 29
t:F 1
DE  425
S'  15
Osc 1
t:M 1
t:O 1
DE' 1
NEN 179
? T 596
NEL 49
EW  98
y c 1869
ACK 1
ME, 3
 C  4
ACH 276
ACO 1
 C' 4
ACM 5
NEA 57
 C; 1
yqu 1
? W 520
 DA 61
ACU 202
ACT 195
y f 2424
NET 49
NER 154
NES 197
? Q 63
NEn 1
ci  3
? R 230
! r 17
? S 675
doW 2
-mu 8
ci; 1
tys 1
yru 8
 Ch 488
 Ci 283
 Cn 1
 Co 1903
 Cl 842
c ' 1
b B 1
 Ca 1654
SDE 186
y o 1762
yab 1
tyO 1
 Cr 220
doo 288
cic 12
? D 415
cia 304
 CI 39
MEA 2
 CO 721
 CL 1118
cid 77
MEM 65
MEL 22
MEO 180
sAl 1
cio 476
cin 173
NE  1512
cil 160
cis 104
tyD 1
y-f 16
cip 67
civ 82
ciu 178
cit 317
 CR 216
-mi 19
? A 554
a:H 1
lpt 1
? B 500
? C 631
--A 12
h;' 3
ACD 90
? L 415
mWh 1
CAR 231
ag. 7
ag- 9
y y 1224
? H 499
BIG 13
ag! 4
ag  61
ag? 1
lpl 3
ag; 4
DUK 605
 SN 22
? t 168
? u 2
Rew 2
tyT 2
? w 342
sAr 1
DUL 48
? p 13
v'd 1
? q 4
ago 186
agn 31
agm 9
agl 41
? r 6
agi 193
agg 201
age 1893
y E 55
aga 1335
a:' 1
Vit 1
DUM 65
Clo 470
agu 238
agt 1
ags 49
agr 64
b H 2
agp 4
;Se 1
;So 3
ON. 2
'si 5
hYo 1
;Sp 1
bve 2
y R 49
 TO 253
,Ye 6
gto 1
y P 92
ct, 144
y Q 1
ebo 31
acs 2
y W 155
!LO 7
? b 40
y U 19
!LA 3
 SO 129
OYS 3
tri 1183
evi 696
? o 66
tro 968
evo 192
tra 1907
eva 84
!Le 1
tre 1876
eve 4307
try 446
evy 17
? j 1
OVE 63
OVI 39
nWh 7
nWi 1
le  4819
  B 51
  A 154
uen 145
  G 89
  F 80
  E 141
le' 64
  K 105
ued 131
odr 2
  H 566
  O 144
le- 134
le. 526
  L 190
odh 5
odi 191
  Q 71
odk 5
odl 105
odm 25
  U 6
  T 138
  [ 37
uet 40
  Y 27
odc 13
odd 154
uep 3
ues 794
uer 125
ueI 1
ueH 1
mci 1
V,  16
rd? 288
ct? 16
Cle 70
ct: 40
rd: 210
odH 1
rd' 174
ct' 12
rd! 207
rd  3581
ueU 1
rd, 1909
ct. 83
rd. 815
ctT 3
rdT 2
od: 75
od; 97
led 1035
lee 715
lef 280
od? 53
rd] 4
lei 87
ue' 31
lel 38
lem 1063
len 1269
leo 59
lep 59
leq 1
ue? 62
les 2755
od, 576
od- 69
ue; 109
ue: 83
od  4153
od! 72
rdO 1
rdN 1
ctH 1
rdH 1
od' 148
quo 147
ctu 126
  ' 36
rds 1506
cts 218
leH 1
u:F 1
rdy 50
u:A 2
leO 1
rde 858
cte 278
rdf 1
rda 66
cta 124
leW 2
ctl 66
rdl 104
rdo 466
rdn 28
rdi 333
cti 1049
DUF 90
f ' 48
sgr 79
sgu 62
dEv 1
sgi 7
sgo 6
$l  1
zir 2
CAM 107
OLD 1
Nos 2
zie 4
by, 91
zin 44
[As 319
ar, 771
[Aw 6
OLE 8
c H 4
Plo 4
[Ab 3
pfu 15
H J 1
[Ad 10
-Co 8
OLF 6
-Ch 3
-Cu 1
-Cr 1
w-y 1
eLA 1
xce 343
xch 45
xci 8
xco 27
xcl 24
xcr 8
;No 6
ON; 5
xcu 115
c K 1
On, 13
On  204
On' 2
ex: 1
HTS 2
TYB 22
npl 11
npo 13
npi 10
c?  11
npe 12
RLI 11
npa 23
eYo 3
npu 3
d f 2877
npr 45
Onl 53
p.' 5
Onc 49
S:  1
One 195
dud 1
dja 2
OLK 251
LE  220
VI  192
,Py 1
,Pu 2
VI. 37
,Pr 1
VI, 19
,Po 2
Adu 1
CAE 206
'AR 1
c O 1
a u 7
,Pa 1
On: 2
Sa, 1
ycu 3
-ir 2
 h  1
odn 61
Ay- 1
Ay, 672
2s. 2
Ay. 22
tov 2
LE, 26
Ay' 2
lzu 1
Ay  27
Ay; 15
Ay: 4
lze 3
VIC 39
 hy 30
VIA 227
San 15
Sam 11
Sal 76
Sac 4
Sab 3
VII 134
VIN 272
Saf 16
 hu 1276
Sad 12
VIR 97
OLO 409
 hi 14247
Sax 4
 ho 6546
MIN 98
VIU 246
 no 17017
kpi 1
 ha 14302
afs 1
Saw 22
Sav 61
 he 18124
Sat 41
'Pl 4
'Po 3
'Pi 2
ABA 36
g:' 3
Clu 3
NUG 6
g:  370
'n? 4
tOf 1
'Pr 8
 M, 6
tOS 1
tOP 3
'n! 1
k.- 1
dd; 1
-fa 112
-fe 33
g:i 1
-fi 39
-fl 16
-fo 86
-fr 20
-fu 4
g:t 1
 OT 296
EL, 18
g:I 1
OLS 100
ABR 6
g:A 2
',  7
-Ta 3
g:T 2
Ria 5
-a- 46
OM  56
OM, 4
ihi 2
iho 23
Nil 12
OM; 1
lom 15
exu 5
DGA 125
DGE 13
Tym 1
isM 1
UN, 2
UNT 175
EY' 4
HUB 61
UNA 1
UNC 145
UND 139
om- 6
RD, 69
UNH 1
UNI 1
exs 1
ITr 1
UNO 3
nHe 2
wt  3
OMA 27
ITM 10
nHa 1
OME 358
ITI 154
GAL 5
OMI 398
ITE 97
ITA 63
OMP 117
OMW 25
wca 1
ITU 176
r:G 1
D,  124
r:B 1
r:A 1
Pio 1
r:M 1
 E' 21
rju 48
r:I 2
af! 1
r:W 1
AAR 71
OLY 91
r:Y 1
jug 14
BIN 17
BIO 61
ck' 251
ck! 61
ck  1655
ck- 88
ck, 560
ck. 180
BIA 182
ELB 32
Ced 1
ck? 68
BIR 167
BIS 95
ck; 90
ck: 100
 El 101
 Em 47
 En 2680
ELA 159
ckA 1
 Ei 63
edb 1
 Ed 256
g-G 1
 Ef 2
 Eg 84
 Ea 143
 Eb 2
 Ec 6
SLO 4
 Ex 2259
 Ey 6
 SA 278
 Et 23
 Eu 19
 Ev 314
ELE 198
 Ep 50
b k 2
 Er 120
 Es 24
r:' 6
ckd 1
 EN 139
ckf 1
cka 9
Rul 3
ckc 3
r:  1203
rAn 3
ckl 272
cko 120
ckn 97
cki 234
 EA 64
ckt 3
ckw 24
 EX 78
rAs 1
cks 357
ckr 9
SLe 1
 EV 105
cky 22
 ER 44
 ES 93
p S 14
p R 2
p Q 1
p P 5
p W 15
p V 1
p U 5
p T 62
dba 2
p Y 2
dbe 2
p C 3
p B 5
p A 36
p G 3
p F 10
p E 5
p D 2
e n 3931
p J 1
p I 32
p H 10
p O 17
p N 2
p M 16
p L 6
p s 88
p r 15
p q 2
p p 30
p w 159
p v 2
p u 52
p t 686
jaw 18
p y 164
jau 4
jar 19
ayl 13
ae? 1
CY, 5
jan 53
p b 57
p a 387
p g 18
p f 87
p e 33
p d 53
p k 4
p j 3
p i 260
p h 200
p o 333
p n 60
p m 207
p l 28
H I 70
Asm 1
LEA 267
ayo 56
-yi 1
g-h 21
EB  4
-yo 27
l.  1473
EY. 1
-ye 18
aes 429
aer 111
aeu 6
aet 8
EX  1
gbo 1
EX, 1
aea 5
r-g 14
b n 2
p ' 3
KIN 2005
g-b 13
COX 20
ael 24
aeo 3
gby 15
bts 35
btr 1
d'  15
g-f 4
bte 22
CRA 238
bta 22
g-e 4
CRE 163
OP, 2
btl 46
bto 12
LEO 671
bti 6
CRO 41
btT 1
ayh 2
Iwa 1
et: 117
et; 106
'En 2
et? 86
et  6512
et! 77
et' 364
et. 319
et, 713
et- 69
etS 1
etW 1
etT 2
EY  325
bt? 2
bt; 11
bt: 7
LEX 34
bt' 1
etA 1
bt! 1
bt  160
lo; 11
bt- 2
bt, 50
Asl 1
etI 2
etO 2
!RO 1
etr 227
ets 518
etp 1
etw 326
ett 1443
etu 346
tly 863
ety 169
LE] 2
etc 349
tla 87
eta 122
etf 15
!Re 5
tle 2742
ete 449
eth 1414
eti 616
OPH 204
eto 114
etl 69
etm 2
ucu 16
uct 164
ucr 9
Her 1099
Hes 3
llt 1
Hey 7
ucy 37
EY, 20
uce 327
ucd 4
ucc 141
Hea 243
uca 88
Hec 184
Hel 184
Hem 3
Hen 276
eub 1
uck 654
Hei 11
uci 153
uch 3106
Ger 60
h F 52
rb: 1
Get 75
Esp 6
ngn 5
rb. 1
rb- 6
rb, 11
Gef 9
Gee 1
rb' 12
UID 75
Geo 47
Gen 409
rb  49
f u 193
unp 100
f w 879
lgi 5
f q 45
f p 408
f s 1043
f r 204
lga 28
f y 1557
omA 1
lge 10
f e 300
f d 478
f g 355
He' 135
f a 1756
He! 1
f c 375
f b 498
f m 1867
f l 505
f o 745
f n 407
f i 935
f h 2152
f k 85
f j 81
f U 7
f T 177
f W 140
f V 32
f Q 3
f P 98
f S 169
f R 115
kWi 1
rbu 47
ir? 179
rbs 36
rbr 2
x-b 1
f E 189
f D 55
f G 167
f F 191
f A 189
eus 97
rbi 116
f B 155
f M 128
f L 119
f O 40
f N 95
f I 558
f H 132
rba 67
f J 42
d:A 2
c l 12
d:C 1
d:B 3
ph. 14
d:G 1
d:F 1
d:I 3
d:H 2
ph! 7
ph  51
d:M 1
daf 7
d:O 3
d:N 1
ph; 9
ph: 7
ph? 11
d:T 3
d:W 1
GRU 73
of  16602
of! 9
p?H 1
of. 94
fne 5
of, 90
of- 7
-A  2
d:t 1
of: 22
of; 33
Gir 4
of? 28
YRA 202
EY: 1
phi 134
pho 66
fna 1
ofD 1
Lam 15
pha 62
omT 1
phe 448
[Ce 1
phy 102
phs 24
phr 105
[Co 4
dak 4
phu 14
pht 10
d:  1352
-As 6
ofa 34
off 1343
ofg 3
d:' 12
ofe 75
-Ay 1
ofh 3
ofi 79
ofn 1
ofo 29
ofm 2
gAn 1
ofw 1
oft 493
ofu 26
MID 8
ofy 1
Lym 1
-An 1
xed 31
umo 169
xem 10
xen 37
LPH 171
xet 28
xeu 1132
weP 1
Lab 7
xer 30
xes 22
wec 1
web 18
wea 1238
wee 1594
wed 236
wek 1
wei 151
weh 1
Oh  2
wen 376
wel 2917
wes 155
wer 3134
wep 38
'as 4
wev 12
wet 31
wez 1
wey 3
wex 1
nvu 7
eWh 9
xe  15
xe, 12
eWa 1
XAS 24
Sai 145
nvy 62
nve 286
ts- 7
nva 16
nvo 42
Lav 43
nvi 156
WIC 238
Y]  6
we! 3
we  2880
we' 214
u C 13
gus 26
we. 15
we, 73
we; 3
we: 13
we? 12
Sag 3
VIO 135
Lyn 1
VIL 71
Y ' 17
VIS 11
ICL 149
Say 198
Alo 15
COM 84
 j' 3
SIL 134
Y B 324
Y C 104
Y A 149
Y F 46
Y G 73
Y D 29
Y E 17
Y J 2
Y K 5
r-k 5
c g 9
Y N 83
Y O 61
Y L 30
Y M 186
Y R 13
Y S 100
Y P 85
Y Q 3
Y V 470
Y W 183
Y T 184
Y U 3
Y [ 14
Y Y 61
Y b 2
Y c 1
Sco 77
Y a 60
Y f 1
Sch 2
G-M 1
Y e 2
VOL 261
Y i 2
Sca 24
Y l 1
kru 13
Y r 2
NWA 61
 jo 539
 ji 17
Sau 9
Y t 3
 je 376
kra 9
 ja 95
 ?  2
Scr 31
O d 51
O e 20
O f 33
O g 52
O a 121
O b 46
O c 29
tIt 2
O m 174
O n 32
O o 18
O h 97
O i 21
sQU 1
tIs 1
O t 108
O u 7
O v 33
O w 66
O p 36
O q 1
O r 19
O s 72
'Ro 4
O y 36
'Ri 3
O D 220
O E 35
O F 105
O G 189
O A 406
O B 193
O C 147
O L 146
O M 221
O N 279
O O 364
O H 320
O I 686
O J 23
O K 14
O T 456
O U 9
O V 25
O W 524
O P 97
O Q 3
O R 44
O S 294
yrr 40
yrs 4
NTE 280
O Y 153
O [ 82
''t 2
O ' 94
O   165
-do 54
yma 25
-da 256
-de 74
R H 238
-dy 4
x,A 1
-dr 38
tI' 1
tI  4
-dw 2
-du 7
ssy 36
''T 3
R]  16
,Re 4
,Ri 1
yr! 1
lfw 1
,Ro 1
 RU 25
''G 1
yr; 3
,Ru 1
ayp 1
rnu 1
''O 1
lfp 9
CIC 7
CIB 47
CIA 56
inx 4
iny 56
int 2312
inu 178
inv 166
inw 37
CIO 124
inq 43
inr 2
ins 1970
CIS 71
inm 52
inn 311
ino 120
inh 80
ini 598
inj 77
ink 1986
ind 3044
ine 3788
inf 375
ing 15881
e:  2893
ina 480
inb 39
inc 1703
in] 100
eo! 13
eo  49
eo' 16
k:W 2
inT 2
DAM 23
DAN 6
inW 2
inP 1
inQ 1
-'t 5
eo, 37
DAU 37
DAV 19
inH 1
inI 1
w-- 17
eo; 3
inE 2
hpa 1
inG 2
eo? 9
in? 151
DA  225
Bri 175
in: 220
in; 260
e:t 1
ULP 27
e:w 1
ULT 46
in, 1002
in- 92
in. 603
lfF 1
e:h 2
k:' 1
ULL 44
uos 2
LPU 8
ULC 6
in' 435
in  13183
in! 155
ULD 6
DA; 1
nNo 1
OOD 3
IRA 152
t-k 2
eof 126
eod 3
w-s 14
w-r 4
e:W 4
w-w 13
eon 210
eom 19
w-t 10
w-k 2
e:M 1
OS, 2
w-h 8
e:H 4
eov 22
eou 205
w-l 6
w-c 10
w-b 21
w-a 9
e:G 1
w-g 1
e:A 7
e:B 1
isd 196
AGO 315
aln 4
Wre 14
D.  1
Wra 3
Tut 37
AGE 294
ptm 1
AGA 65
Wri 35
ptl 10
ssw 1
 G  1
NYM 40
 G. 1
AGU 109
AGR 42
 9. 1
ln. 1
pth 9
Sce 2
i A 1
l ' 33
f z 6
BWE 6
Tul 10
pte 88
ns- 12
 Gu 103
 Gr 455
& C 3
HN  210
til 1317
CMO 5
ADS 20
lf] 1
 Ge 595
 Ga 190
Vhe 1
 Go 2137
 Gl 194
ala 412
 Gh 76
 Gi 409
cmo 6
MAS 19
MAR 1008
 GR 316
MAT 1
SNA 3
SNO 13
rOf 3
Tue 8
MAC 387
 GE 256
MAD 111
NY, 21
 GA 91
MAI 62
 GO 204
 GL 612
Pyt 4
MAM 16
MAL 147
 GH 11
MAN 134
EVI 18
za  2
fa, 2
pt! 4
EVA 105
mSt 1
mSo 1
IRG 34
Ord 5
alt 981
ak; 52
ak: 46
LSE 100
ak? 23
boc 1
i E 1
pts 42
ptr 38
quy 3
LST 518
ak. 134
ak- 15
ak, 220
ak! 31
ak  1256
ak' 42
EOR 11
K.  3
y]  2
u!- 3
akW 1
akL 1
B i 1
aoh 2
B m 1
gli 283
aky 4
B R 1
ssl 36
glo 262
aks 196
gla 659
gle 317
B A 1
gly 222
aki 289
D c 1
akn 29
akl 4
Wad 1
kTh 2
aka 5
,wa 1
akf 18
ake 4735
nk  1619
nk! 15
Jep 10
Jew 96
nk' 75
Jez 1
bru 56
nk, 249
nk- 8
nk. 71
bro 1512
OR, 20
Jea 1
;We 3
CTA 171
bri 887
;Wi 1
;Wh 14
bre 1120
nk; 20
Jen 1
bra 950
nk? 19
LOD 39
ocy 1
er? 575
:we 1
er: 793
er; 771
er' 1654
er  19642
er! 380
er, 3353
er- 415
er. 1865
erT 12
nka 19
nke 132
erR 1
erS 2
FRO 10
nki 219
y't 22
nkl 68
nkn 59
erD 1
nkr 13
nks 514
erA 3
erB 1
erC 1
erL 1
nky 5
erH 3
erI 1
ssh 4
ert 1224
nkA 1
erv 1646
erw 121
erp 207
erq 1
err 520
ers 4245
ORT 410
ORU 8
ORR 5
ery 2005
erz 1
!Pu 1
erd 280
ere 11356
erf 524
erg 112
CT  195
era 948
!Pl 1
erc 904
erl 350
erm 452
ern 586
ero 612
erh 97
eri 1175
erj 53
ORA 491
la, 58
l o 1271
la. 8
Abe 5
pt. 32
Abh 8
Abi 3
uas 25
uar 436
la  44
la! 29
Abo 73
uai 132
uak 26
Abs 9
uam 2
Abu 7
la: 6
uan 59
?Fi 22
uae 3
?Fo 2
uag 44
uaf 4
?FR 3
 4d 1
 NO 178
Dit 2
far 703
fas 343
eeh 1
fap 1
lam 454
lan 1757
ua: 4
lai 1111
lak 12
lad 1079
l c 826
lag 156
Amb 22
lab 214
lac 1261
N:  3
lax 8
lay 1077
laz 49
ua. 22
lat 732
lau 439
lav 202
law 447
lap 107
laq 1
lar 603
las 865
 NY 40
F Q 1
D k 1
I'd 14
pt; 22
al; 89
E.  2
'ye 2
zea 39
Eye 7
fal 893
zed 142
6.  1
'yo 8
zen 387
zel 10
zem 17
zer 11
zes 26
zep 1
zet 4
fac 684
D i 3
bs: 5
GIL 34
NQU 49
fag 2
l q 49
-O, 27
-O  32
 Ni 60
ze  162
ze! 8
-OP 1
ze. 6
i w 3
ze, 25
ze- 1
AHA 6
ze: 4
ze; 13
D w 2
ze? 3
og- 8
 No 3053
ODV 3
-Ou 2
l G 26
og. 18
-On 1
mbn 6
x-o 1
nt; 198
nt: 215
nt? 103
l C 88
YSA 62
C,  3
'Da 1
AZA 6
nt- 81
nt, 915
nt. 509
nt! 95
nt  5789
mn. 2
nt' 82
wga 1
k!E 1
ud. 19
k!O 1
wgh 1
k!M 1
kis 302
t'! 2
S u 1
Pyg 1
nty 327
eUn 2
k!' 4
nts 1103
ntr 782
ntu 195
ntw 3
nti 1010
nth 213
D s 2
ntm 23
ntl 1732
nto 1598
u-w 4
nta 721
ntb 1
nte 4629
ntd 1
ntg 4
ntf 9
dAf 1
Ugl 1
dAl 1
l S 55
ntS 10
YS  3
ntT 3
ntW 6
ntI 3
ntH 1
lbi 6
mve 5
ntO 2
dAs 4
ntA 2
mvi 2
l P 38
HYM 3
ntF 1
 l' 20
RD. 1
 l  2
MUN 99
kil 468
mbk 2
ea: 10
UN  4
Aud 16
kt- 1
ae  4
nbr 67
-De 2
 le 4842
VAR 13
 la 3570
 lo 8861
DAI 4
 li 6530
GUN 40
 lu 291
'qu 3
nbu 23
A]  30
 ly 32
EBA 115
Auf 36
Sev 22
Set 58
thO 1
Ser 439
GUR 3
TUR 65
TUS 743
nbi 5
Sey 5
Sex 13
EBL 14
See 226
Sed 3
Sec 566
Seb 17
Sea 29
Sen 216
TUB 9
Sel 16
Sei 12
! J 54
! K 141
! H 355
! I 678
! N 135
! O 382
! L 243
! M 323
! B 333
! C 355
a!O 3
! A 441
! F 283
! G 192
! D 211
! E 427
a!W 1
! Y 111
a!Q 1
-sq 2
! R 145
! S 374
! P 233
! Q 39
a!Y 1
! W 425
! T 633
! U 31
ypr 34
! k 6
! h 263
! i 100
! n 96
! o 46
! l 84
! m 123
! b 88
! c 58
! a 284
! f 100
! g 42
! d 74
! e 14
y-  2
sSo 1
! y 87
sSh 1
ype 17
sSe 1
! s 124
! p 29
! q 2
y-- 63
! w 438
! t 355
! u 8
-bl 51
Kno 148
y-S 1
-bo 102
-bi 15
Kni 35
-be 121
Kne 41
-ba 53
Kna 2
-by 6
-bu 57
-br 65
sub 381
y-q 1
y-p 12
a!' 5
y-r 9
lsm 1
a!  247
y-w 17
! - 2
a!- 5
!   93
! ' 73
y-a 2
y-c 20
uda 31
y-e 3
y-d 21
y-g 8
HUM 213
y-i 1
y-h 34
y-k 1
y-m 15
I;I 1
y-o 2
y-n 3
Soj 1
PAR 231
PAT 286
PAU 68
CKL 140
N's 7
CKI 177
PA] 3
PAC 1
ilh 2
PAG 264
CK] 1
PAN 212
yel 55
em' 61
ogf 1
em! 37
em  1706
hru 85
em, 355
em. 279
hro 801
hri 429
udl 21
hre 781
lta 20
em? 66
wze 1
hra 76
em; 113
em: 108
emD 1
op? 11
emO 1
-Dr 1
Lof 1
tKI 5
Aun 4
op: 10
E c 1
eme 1154
OIN 73
CK' 2
OIL 157
ema 958
Ope 28
emb 737
emm 8
CK, 41
emo 353
emn 194
emi 378
emu 41
emw 1
op' 17
emp 806
ems 318
emy 184
CK; 1
 I: 24
AER 216
 I? 32
d.F 1
 I, 370
 I- 2
 I. 279
MO, 5
 I  20449
 I! 13
MO  83
AEM 26
op. 28
 I' 2012
il' 103
AEs 4
te. 264
il  697
il! 40
il. 85
BUS 164
il, 233
il- 22
co? 3
AEa 2
d.M 5
mby 2
AEd 22
AEg 6
te! 53
il? 28
il: 37
ay' 285
AEo 1
co. 6
ilF 1
GAV 55
Aur 2
 Ir 61
 Is 955
 It 1012
 Iw 1
 Ih 3
 Ik 1
 Il 43
 Im 89
 In 1446
 Io 2
 Ia 69
 Ic 8
 Id 7
 If 1496
 Ig 2
ilf 59
cop 79
ild 748
ile 1380
cou 2841
cot 86
cow 174
cov 267
be' 28
ilo 189
ill 8748
 IS 163
 IT 1
ilk 86
 IV 342
ili 474
ilv 142
 II 671
coc 98
ilu 101
coe 4
ils 366
cog 19
cof 46
coi 56
coh 5
com 5430
col 506
coo 73
ily 349
ETR 291
ETT 72
d.R 2
ySe 1
ET] 3
ETA 9
ETE 126
ETH 361
hag 36
ETO 14
ETM 1
gn: 9
gn; 8
Paw 3
gn? 2
ai- 1
gn  225
gn! 3
gn' 36
gn. 37
eef 22
gn, 74
Auv 2
chf 15
ych 10
L]  7
gnI 1
bna 1
gns 69
Moe 2
la? 3
gnt 27
gnu 3
aiu 51
ait 937
su  8
ais 409
air 1714
aim 280
ail 796
ET  1824
ain 5503
ET' 4
gne 57
aid 1111
aig 180
gni 292
ET. 10
gno 125
ET, 72
6d. 1
tsw 26
ni, 1
opu 22
ni  2
;Yo 3
TS  8
Pai 40
,Of 8
;Ye 2
th? 123
ep? 30
th; 263
th: 237
ops 174
ep. 76
th. 631
ep, 153
th, 1545
g V 5
th' 117
ep' 37
Afo 1
Ikn 1
ep  963
th  14322
nik 2
th] 14
:co 1
nin 1034
nio 566
nil 6
nim 58
nib 13
nic 236
thT 3
nif 136
thR 1
nid 13
nie 283
niz 28
nix 12
nir 1
nis 597
nip 20
niq 10
thC 1
thB 1
nit 382
niu 123
b'  2
opd 1
 IM 136
thy 4165
epy 11
thw 59
thv 3
thu 913
epu 137
ths 372
eps 222
thq 7
thp 1
tho 7475
epo 279
epl 89
thl 90
gnl 1
thi 10805
epi 237
thf 121
the 48238
epe 298
thc 3
thb 2
tha 11147
epa 358
LUM 72
rn. 142
h-h 19
rn, 220
rn! 26
rn  1224
rn' 235
g Q 4
rn; 63
rn: 39
rn? 23
ECT 69
tsp 14
Yar 1
aub 18
ay; 237
Gaw 2
Gav 14
Gau 36
y'  13
Gas 3
g R 61
Gao 33
Gan 11
Gam 2
Gal 32
Gai 20
RES 554
x!  10
B H 1
Gab 1
Tri 63
rni 494
lcu 3
rno 61
rnn 6
Tro 252
rnl 1
Tra 87
rnb 2
rna 152
g S 51
Tre 34
rnf 16
rne 539
rky 4
Try 7
NSI 93
rny 8
lce 14
ECR 3
G J 109
lca 15
rns 266
lco 467
REU 18
Tru 172
;-- 33
lch 58
rnt 27
rnN 1
Tok 1
rnA 1
 &  70
REI 35
G K 2
n T 589
rka 2
I;A 1
ha$ 1
E,  187
l.I 2
Tob 36
n R 133
SLY 2
ob. 1
Lea 137
ob, 4
Lec 5
Led 15
Lef 10
Leg 7
[Gi 2
ob' 3
yki 4
Len 37
g,U 1
Tim 161
ob? 2
ERD 217
Les 87
Let 905
RED 26
Lev 2
Lew 32
REE 16
usO 1
plu 192
hn! 19
n J 48
ply 182
ple 1753
pla 1654
plo 235
-MA 1
pli 232
aDi 1
Le  7
obo 22
obl 893
obj 54
RCA 17
obi 61
obg 3
obd 8
obe 325
obb 88
oba 55
-Mo 5
WIN 39
oby 36
