um: 15
FIS 1
-my 8
um! 23
um  186
um- 10
um, 58
um. 82
 XV 1
mbl 477
dMa 1
Use 20
mbo 35
soe 74
mbi 150
d   7
soi 37
mbe 798
Fel 33
soj 9
som 1914
mba 144
soo 321
son 2348
sop 44
sos 2
sor 656
sou 1070
sot 9
sow 16
sov 188
mbu 14
a E 2
MOP 15
mbr 224
mbs 79
GOV 1
ta, 27
soI 1
'un 3
Urg 8
'us 1
uf  5
soT 2
uyn 1
DER 350
z:A 1
d g 1085
so  3195
d e 890
d d 1852
d c 1861
d b 3581
d a 4559
d o 3242
d n 2308
d m 4338
d l 1951
mb  144
so, 462
d i 2863
d h 4585
d w 3958
d v 294
d u 953
d t 9217
d s 4555
d r 962
d q 168
d p 1510
,'N 1
so; 129
so: 135
d z 3
so? 147
z:  9
d G 340
d F 223
d E 160
d D 212
d C 579
d B 375
d A 656
azo 23
d O 234
d N 125
d M 529
d L 425
d K 81
aze 190
d I 1677
d H 393
d W 433
azy 13
azz 11
d T 822
d S 621
d R 137
d Q 14
d P 274
GHB 11
L,  57
d [ 20
azu 4
d Y 92
Sis 13
Sir 801
;Fe 1
Siw 5
t:' 9
Sit 64
;Fo 27
Six 17
K;  3
Sic 47
Sib 3
;Fr 1
kho 2
Sin 266
.BE 14
Sil 94
isv 2
.By 1
Urc 1
eA  6
DA, 2
NRY 929
.Bu 11
epm 1
nx' 1
nx! 2
SO, 7
.Be 3
Eol 1
Dio 47
Idl 2
Si  2
Vel 2
Alc 21
otr 18
eAm 1
eAn 10
eAg 1
eAf 1
d?R 1
,'T 5
eAs 4
eAr 2
RSW 1
osy 17
veW 2
veT 5
pew 4
Byz 1
,Ha 16
,Ho 7
osp 100
oss 738
ve] 4
fHa 1
ost 3172
,Hi 4
osi 234
osh 5
osk 5
veE 1
veB 1
osl 2
oso 201
veA 4
osa 84
veO 1
osc 8
veM 1
ose 2845
veH 1
veI 2
Aqu 9
pel 135
vet 79
W O 5
ver 5721
ves 1907
vep 1
W K 1
W D 5
W E 3
W F 11
ss: 161
rza 1
d?H 25
vex 46
vey 103
vef 1
veg 2
ved 1216
peo 228
vec 2
vea 24
ven 2931
veo 1
vel 422
vem 26
W P 8
h-v 4
veh 10
vei 60
os; 4
lre 160
os? 2
-ut 1
h-p 11
pek 1
xha 11
!Su 1
Wen 8
d?B 1
os, 30
os. 3
lry 13
By' 10
By  815
VAU 9
nla 45
Tav 4
Taw 1
Tap 2
10. 1
Tar 57
dy- 25
ve? 145
ve: 204
ve; 237
yez 1
ve' 146
Taf 1
h-o 6
ve  12663
ve! 104
ve. 504
:'L 2
ve, 1127
ve- 93
Tai 19
Tak 240
s'; 3
tWa 1
s'? 6
tWe 1
tWh 2
tWi 7
tWo 1
dRi 1
h-d 10
s'- 1
s', 4
-mo 284
s'  617
EDM 99
h-f 12
'hu 1
dy' 86
ss! 113
ufo 13
h-a 10
'he 9
'ha 7
'ho 9
'hi 3
DEI 5
ydn 3
ydo 9
ydi 3
T [ 24
s's 23
s't 248
yda 3
f-m 4
T Y 46
Bow 9
s'e 3
s'd 268
Boh 31
Ah! 3
S'S 2
Boi 2
RWI 237
O.  4
mp; 5
s'T 1
s'I 1
s'H 1
N'a 1
Bol 78
s'D 1
oen 14
ipb 3
rYo 1
DOH 1
ipa 26
DON 342
oem 10
M P 20
ipe 177
DOC 73
iph 39
ipi 12
Lif 16
ipl 45
DOE 1
Tax 2
ips 255
ipp 216
Lig 25
M B 19
ipw 18
ipt 76
oeb 23
M N 26
M O 10
M L 11
M M 35
DOV 39
T M 76
ugo 1
M I 67
M w 3
Boc 1
Lib 6
Bod 3
Lic 9
T J 11
M f 2
M g 1
m-t 6
M o 1
oed 9
Lin 8
ip  373
ip! 18
ip' 40
ip. 78
ip, 95
ip- 12
T t 1
ygi 8
B C 2
ip: 16
ip; 22
Lik 194
ip? 20
PUL 119
m-m 1
Oui 5
DO. 2
DO, 7
'sb 1
DO  359
T p 1
PUB 12
PUC 112
M ' 2
Our 395
M - 1
PUR 120
Out 193
i i 3
,my 1
BAT 8
BAR 291
BAS 358
BAP 84
E Y 97
,mu 1
Ost 2
,mi 1
Ad  4
m-d 1
BAN 209
We' 147
BAL 71
m-g 1
BAI 9
fpe 9
Whe 1735
m-f 2
ST  19
Wha 2477
pe- 5
ST. 1
Who 1085
Whi 1158
py  247
ugb 16
Liz 1
zle 28
m-b 4
Why 1193
STE 952
STA 920
EST 785
xec 120
STM 68
CIN 158
IVS 1
STH 91
h:' 4
ssp 4
py! 8
t:I 7
IAO 2
E m 1
STR 414
NCo 1
dys 47
h:  399
ssm 4
T l 1
h-- 29
sbr 1
Hug 28
NCR 207
E i 5
STh 2
NCU 46
oeF 1
NCH 66
NCI 71
ssn 11
E g 1
d,W 12
NCE 1140
f-k 1
dyi 51
'Om 2
LIE 145
tty 186
'On 9
LIA 737
LIB 58
LIC 68
tts 4
ttr 25
LIN 633
dyk 4
tev 10
hok 31
LIT 10
LIU 121
tti 256
tth 7
tto 129
ttl 842
'Ou 3
tta 115
LIX 65
tte 2829
'Or 2
jig 15
h-' 1
dju 7
tlu 1
sBu 1
jin 1
h-  2
jil 1
sBy 1
Mec 3
mMo 1
wIt 1
sBe 4
NED 146
djo 8
 oi 20
'O, 8
Ero 27
Hub 34
LY] 1
teH 1
'O! 1
'O  18
X,  16
-qu 15
tt- 3
tt, 5
tt! 1
tt  7
tt' 4
nsy 1
E r 3
h-g 5
KAT 225
d,i 1
  J 1
.'B 1
.'C 2
.'L 4
.'O 1
.'H 2
.'I 1
.'K 1
.'T 3
t!' 16
t!  796
.'Q 1
.'S 2
t!- 8
Lut 1
: j 3
hcr 21
Eco 2
Jos 2
bly 202
Jou 3
n]  103
blu 158
Joy 6
h?' 1
OX, 9
Joa 19
blo 1300
Joc 1
bli 384
;ma 1
Jog 1
ble 3200
Joi 11
Hun 21
bla 452
hco 3
hcl 2
dyI 1
:an 1
OXF 26
t!T 2
.'' 1
.'  379
t!Q 1
t!S 2
.'- 1
t!E 1
t!G 1
t!A 1
t!N 2
t!H 4
t!I 2
 OB 35
t!K 1
onj 99
onk 20
onh 1
oni 342
onn 93
ono 1099
onl 290
onm 33
onb 19
onc 785
ona 335
onf 587
ong 2413
ond 1775
one 5246
onz 21
?LA 13
ATT 2
ony 329
ATR 398
onr 6
ons 2305
onp 6
onq 110
onv 215
onw 41
ont 1122
?LO 14
Hue 1
onH 1
onI 3
AEm 8
onO 2
onM 1
?Ly 1
onA 3
onF 1
La  6
onD 1
ukl 1
?Le 1
uki 1
LDY 6
onR 1
uke 628
fme 2
onW 3
onT 5
 Zo 1
EMN 65
on. 986
on, 1666
on- 94
 Ze 2
EMI 215
on  8681
on! 229
ue- 46
on' 508
on: 370
on; 388
bba 8
on? 217
'D  1
DSH 20
rze 2
UGH 121
AT  1
Tug 2
wI  1
xeq 1
wop 1
N,  156
rmf 8
Ald 2
EMP 4
sak 197
sai 598
san 722
sam 357
sal 322
sac 167
sab 54
s:  2006
dOf 7
s:' 19
sad 271
AEL 10
say 2060
pem 24
ugr 3
sas 14
sar 520
YOR 359
sap 26
saw 291
sav 293
sau 83
sat 221
'we 4
zod 2
ue. 202
ax: 7
ax; 7
'wo 7
'wi 5
'wh 9
zon 24
Ech 1
ax  65
zos 1
Ecs 3
ax' 9
rt; 156
URD 4
ax. 13
ax, 22
ax- 2
tke 1
sa. 6
yga 1
sa, 13
sa! 3
sa  28
sa' 3
sa; 10
sa: 1
sa? 4
Alw 4
 Ce 70
ubv 2
s:t 2
zo  10
zo! 1
s:H 1
s:I 2
s:O 1
s:L 2
gYo 1
ho: 1
Dif 1
s:A 2
zo, 7
dDi 1
g M 49
Als 2
s:Y 1
axe 56
s:R 1
s:S 3
zo: 3
axi 4
L.  1
s:T 4
zo? 1
Sku 1
;Hi 3
ygo 1
Anc 13
;Ho 1
AES 182
'-g 1
Sky 1
;He 4
;Hy 1
Sko 1
Ski 4
ygn 3
Cyr 1
:Be 3
Cyp 28
Cyt 2
xme 3
 OX 26
XI, 1
XI. 2
Cyc 4
:Bu 9
:Br 1
Cyd 3
 Cu 133
Cyn 2
Cym 19
[di 1
bby 20
yth 30
cib 27
XII 4
 CH 199
XIV 1
sm. 3
,-b 1
y!' 16
OBW 6
cif 35
cie 332
 OV 18
amf 1
ASA 34
NE' 2
YET 89
AEt 1
 CA 1322
-ny 2
cim 5
f.  479
 CE 156
 b' 2
cir 105
 b, 2
ciq 2
 CY 96
Awh 1
Blu 28
Awa 190
Hip 7
MES 28
uor 28
V W 50
MER 262
-nu 5
Hit 4
ez, 3
CY  51
 be 15120
 ba 2334
uou 173
 7. 1
 bl 2347
 bo 3409
 bi 985
 bu 5397
rm! 12
 br 3906
MON 617
 CU 38
 by 3127
uoy 2
en? 234
lyv 3
y!D 1
nee 672
f K 30
MY  5
JOA 63
rm. 71
lys 27
sYo 1
tQU 1
fia 36
NA] 5
Hid 13
rm- 7
'?  46
Hie 19
C E 2
'?T 1
Hig 22
'?R 1
yza 7
'?O 1
uoi 8
lyd 10
RUL 7
RUM 73
YM  36
fin 1050
lyf 2
RUD 244
uon 7
lyg 1
Hin 1
RUS 206
gwo 3
RUT 349
lya 1
ive 4706
DIN 406
DIO 298
iva 155
ivo 58
ivi 595
DIC 171
ivu 9
G E 125
NDE 203
DIU 448
ivy 21
UT  9
ff: 31
;po 1
 Om 5
XV. 1
IR  448
vur 1
Leo 78
iv' 1
4d. 1
UTE 14
UTH 5
UTI 77
UTO 73
UTL 8
IRI 5
Mar 743
wpi 1
niv 32
IRO 212
Mau 5
Lep 24
Mat 11
Owe 11
uco 2
pei 14
Owy 1
ly] 1
M.  1
BOY 92
Maz 1
HBI 43
-ol 2
BOR 47
BOT 148
COS 100
NAL 255
BOW 32
NAR 90
gda 1
ILE 40
BOL 109
NAT 267
f-b 8
COU 122
G s 1
Oxf 30
gdo 140
;'  71
Bli 9
dWi 6
NAh 1
ILA 16
NAn 1
ye- 18
G o 1
ILO 27
My  1723
ILL 336
Mad 284
-Jo 1
K,  92
Z,  24
;'G 1
e': 1
t'd 1
 gn 26
;'S 1
 .  3
Mah 3
ILI 277
 gl 563
: J 16
NA  799
NA' 3
-Ju 63
Mam 3
Mys 51
Myr 7
Myt 14
NA, 48
Mal 51
uo; 2
ILU 157
BO, 1
;'t 4
'od 1
BO  19
Man 104
PEI 19
An- 1
IAG 298
'It 28
'Is 1
ezz 1
ezv 6
FLU 90
 ME 393
'If 12
ezo 1
ezi 6
FLO 53
tve 1
eze 20
'Im 4
tva 1
p:  135
ddy 51
poe 43
dds 54
ddr 24
uo! 2
Ors 15
COL 60
ddi 156
uo  10
ddo 5
ddl 116
ac; 1
dda 2
CON 101
ac? 1
sDi 3
dde 327
;Or 1
ez: 4
ez; 1
Ast 2
'I' 5
X.  11
N'S 5
'I  50
'I. 1
A'  19
ez  13
.'Z 1
acc 457
acb 47
aca 19
e'  37
ace 2982
acd 18
ack 1329
LK' 2
aci 306
ach 954
aco 36
p:S 1
acl 97
,or 1
acr 121
acq 117
ly' 12
LK: 1
dd. 2
acu 68
act 851
acy 44
dd  69
bje 245
heW 1
heR 1
heS 1
X G 5
bju 7
heC 1
heM 1
heO 1
NDP 2
het 233
heu 28
hev 10
hew 86
hep 142
heq 54
her 18344
hes 2191
;or 1
hey 2755
hez 1
hed 545
hee 4078
hef 24
heg 5
ff- 4
hea 5103
heb 25
hec 45
hel 892
hem 2412
hen 5211
heo 18
wWh 4
hek 3
!HA 23
tsm 13
!HO 6
'Ru 3
kai 1
a:- 1
Wom 15
uiq 1
Wol 7
he? 100
!Ho 2
he: 35
he; 38
a:  88
g K 14
he' 536
he  37628
he! 12
he, 261
he- 20
he. 68
uia 1
uic 276
oho 3
uie 146
uid 65
D;  2
Hon 37
ohe 34
Hol 151
Hom 8
uil 343
uio 9
uin 131
fSp 1
How 1235
uis 216
uir 139
Hor 145
uit 609
Hop 18
uiv 29
ohu 1
Hoy 2
DLY 1
; - 1
?No 5
?Na 1
 MO 287
oh, 5
ui  4
Ho! 17
Ho, 16
oh' 2
oh! 20
ui. 1
 zi 2
ui; 1
Rut 18
 Ox 30
s!S 1
y?' 2
eyf 1
dst 620
Fir 983
scl 28
sco 608
dsu 5
sci 221
sch 244
Fit 18
sce 251
 Oy 1
Fix 6
mns 8
sca 598
mnu 7
mni 42
scy 3
Fig 10
Fid 11
mno 36
dIt 1
mna 41
Fin 51
mne 121
Fil 18
scr 288
WAT 8
V K 1
Eac 45
dsl 1
Abr 8
HMO 32
gig 7
Eas 14
Ear 80
Eat 11
dsh 207
UFI 58
dI  1
-gn 1
-ap 17
mn, 1
-GU 1
mn  91
mn! 1
 zw 1
mn' 82
pyi 2
Syl 1
-Ge 2
pbr 19
dsb 3
-Gi 2
-Go 13
qu' 2
pbe 2
-Gu 2
pbo 5
IL, 7
hBl 1
.Fe 1
.Fa 2
.Fo 2
Smu 1
.Fl 1
Egy 66
.Fi 20
Smo 4
.Fr 1
Smi 20
L Y 15
Sme 2
ff! 19
Sma 12
xor 6
? G 258
.FR 5
- s 1
SSt 1
xon 3
TUL 3
xom 2
-at 8
Y.' 1
Y.  1
IP  45
ior 252
lp? 4
-aw 1
k!- 6
isI 1
CO, 6
'Jo 2
TUN 1
CO. 1
byr 2
o D 70
o E 90
o F 93
via 154
vig 22
vid 179
o C 165
o L 104
o M 87
o N 32
o O 34
o H 69
o I 318
vil 1155
o K 36
o T 104
vis 534
,Ta 2
uxu 15
o P 101
Aut 7
vit 131
isB 1
viz 19
, k 269
,Ti 6
,Th 128
,To 45
o Y 11
u!' 1
 MA 1472
o d 1501
o e 587
o f 1329
o g 815
omg 1
o a 1673
o b 2525
o c 1442
o l 1308
o m 3667
o n 941
o o 852
o h 2645
o i 855
o j 90
o k 508
o t 5166
o u 389
o v 161
o w 1578
o p 1157
o q 90
o r 725
o s 3189
'Re 5
VE, 1
isD 1
o y 1553
vi  1
'd; 140
VER 180
G'S 2
atg 1
isy 11
 MI 444
c q 1
l'd 614
W,  26
VEL 45
?-- 49
atc 735
 do 7867
kle 162
o ' 67
; V 5
 di 4982
I c 1374
 de 6511
klo 2
lro 1
kli 36
 da 2876
u!L 1
 dy 52
isr 6
 dw 77
 du 1132
kly 171
RS, 5
tSo 2
'Te 8
tSh 1
tSi 1
'Th 116
'Ti 603
bb, 2
RS  41
'To 13
'Tr 5
'Tu 1
yx, 1
l's 243
'Ty 2
[Wa 1
GNI 35
xe. 5
. - 2
isj 9
I n 351
; B 559
'd- 16
ish 2172
jud 276
'd. 273
NNO 34
B,  2
; D 60
ePa 1
YTA 18
; E 61
'T  2
';  4
ism 109
kni 304
orT 1
; G 71
; H 269
':  4
isb 123
 MY 1
; J 12
, J 137
Lie 77
RSO 17
RSH 33
RSI 163
isg 139
NSO 47
isf 150
ise 2011
RSU 26
sm  10
ESD 186
X F 2
itn 157
ito 397
itl 150
, D 585
IP' 1
ith 11274
iti 1230
itf 29
e ' 246
ite 1231
itc 231
e   8
ita 340
e ? 1
Duk 230
rEn 1
PY. 1
ity 1402
NT, 15
itw 3
itt 965
itu 206
itr 17
its 871
itO 1
itL 2
wre 276
UR  143
itK 5
itH 3
wra 114
UR, 10
wro 442
itC 1
wri 359
wru 10
IDE 135
itT 3
itR 1
itS 5
wry 44
it. 918
e o 7128
it, 1035
e m 7939
e j 318
e k 1648
e h 8305
e i 7007
e f 4969
e g 2916
e d 4734
e e 2397
e b 5645
e c 5145
it  8185
it! 108
URT 26
it? 219
it: 308
it; 273
URR 35
e y 3756
e v 992
e w 8384
e t 16016
e u 1464
e r 2372
e s 9740
e p 4021
e q 453
e N 124
w'd 314
e L 305
e M 383
e J 99
e K 100
e H 384
e I 1705
e F 385
e G 278
e D 416
e E 263
e B 370
e C 372
e A 801
w't 34
IPP 60
rI  1
w's 181
e Y 94
e V 49
e W 513
e T 1363
e U 66
e R 162
e S 377
e P 336
e Q 37
 A  1934
NGE 131
NGA 48
NGB 109
 A' 19
NGL 1
S!  1
kfa 16
 A, 4
gfu 9
ftA 1
NGU 11
gfi 2
NGS 96
c:  16
If. 2
'du 1
fts 89
ftu 1
fty 74
Swu 1
vab 3
fta 2
NS  228
fte 753
fti 9
fth 36
kfi 1
ftl 37
fto 3
ftn 5
 Aa 26
 Ab 129
 Ac 173
 Ad 144
 Ae 5
 Af 105
 Ag 211
 Ah 148
 Ai 8
 Aj 63
 Al 1042
 Am 175
 An 8513
 Ap 133
 Aq 9
 Ar 577
 As 1611
 At 549
 Au 103
 Av 17
 Aw 182
 Ay 729
SHO 99
 AA 71
 AB 30
 AC 276
NG  1846
 AE 170
 AG 108
NG, 8
tru 2185
ft; 20
ft: 12
 AL 285
 AM 15
 AN 1289
ft! 55
ft  713
 AR 338
a H 16
SHe 1
ft' 4
lFr 1
OUC 668
ft- 9
ft, 91
ft. 44
  C 29
Fra 452
LUS 632
LUT 15
Fre 271
ody 620
KE' 11
Fri 71
Fro 382
KE  717
'Ki 1
bb? 1
a I 8
LUC 537
LUE 76
NIE 64
X a 3
LUK 1
'Ke 1
Eth 10
LUN 30
jer 16
jes 472
X Y 3
jew 89
jet 10
dfu 124
X R 1
X Q 1
  D 31
sFr 2
dfr 1
'KI 1
jec 289
dfo 17
jea 96
X O 4
X N 5
X M 7
sFi 1
dfe 12
.Le 4
X A 20
dfa 25
  I 162
jel 5
X D 3
ods 442
uea 36
  N 80
e [ 4
  M 108
odw 11
X ' 1
  S 94
RMI 181
  R 81
,im 1
Blo 32
,it 2
Lys 44
je  20
  P 31
h'  21
  W 142
KES 1
  V 8
n:S 1
n:W 1
n:V 1
bho 51
n:T 3
OT  152
odo 25
OT' 1
Ble 39
n:A 1
n:G 1
z.  6
oda 20
-al 13
Is  836
n:O 1
n:N 1
OFF 1
ex' 22
le; 197
ex  33
ex! 1
ex. 3
Bla 48
ex, 7
ode 260
lp' 6
odf 7
ex? 4
odg 78
F'  1
ex; 2
w:  212
SDA 2
r?L 4
a C 69
nQU 1
Iss 2
Isr 3
w:T 1
t;T 3
Isi 17
Ish 2
opf 1
Isl 4
Isc 1
Isb 5
Isa 30
t;S 1
OTH 406
exe 170
!Na 1
tpa 2
exa 166
tpo 3
exo 6
!No 2
OTE 252
exh 26
